"x","y","p","dens"
5.75,0.0508333333333333,0.00609794533585945,5.22681028787953
6.25,0.0508333333333333,0.00609794533585945,5.22681028787953
6.75,0.0508333333333333,0.00284570782340108,2.43917813434378
0.25,0.0531666666666667,0,0
0.75,0.0531666666666667,0,0
1.25,0.0531666666666667,0,0
1.75,0.0531666666666667,0.000406529689057297,0.348454019191969
2.25,0.0531666666666667,0.000813059378114594,0.696908038383937
2.75,0.0531666666666667,0.00569141564680215,4.87835626868756
3.25,0.0531666666666667,0.0138220094279481,11.8474366525269
3.75,0.0531666666666667,0.0252048407215524,21.6041491899021
4.25,0.0531666666666667,0.0296766673011827,25.4371434010137
4.75,0.0531666666666667,0.03008319699024,25.7855974202057
5.25,0.0531666666666667,0.0272374891668389,23.3464192858619
5.75,0.0531666666666667,0.0154481281841773,13.2412527292948
6.25,0.0531666666666667,0.00813059378114593,6.96908038383937
6.75,0.0531666666666667,0.00528488595774486,4.52990224949559
0.25,0.0555,0,0
0.75,0.0555,0,0
1.25,0.0555,0,0
1.75,0.0555,0,0
2.25,0.0555,0,0
2.75,0.0555,0.000813059378114594,0.696908038383937
3.25,0.0555,0.00162611875622919,1.39381607676787
3.75,0.0555,0.00447182657963026,3.83299421111165
4.25,0.0555,0.0101632422264324,8.71135047979921
4.75,0.0555,0.0170742469404065,14.6350688060627
5.25,0.0555,0.0158546578732346,13.5897067484868
5.75,0.0555,0.0158546578732346,13.5897067484868
6.25,0.0555,0.0121958906717189,10.4536205757591
6.75,0.0555,0.00325223751245837,2.78763215353575
0.25,0.0578333333333333,0,0
0.75,0.0578333333333333,0,0
1.25,0.0578333333333333,0,0
1.75,0.0578333333333333,0,0
2.25,0.0578333333333333,0,0
2.75,0.0578333333333333,0,0
3.25,0.0578333333333333,0,0
3.75,0.0578333333333333,0.000406529689057297,0.348454019191969
4.25,0.0578333333333333,0.00162611875622919,1.39381607676787
4.75,0.0578333333333333,0.00406529689057297,3.48454019191969
5.25,0.0578333333333333,0.00162611875622919,1.39381607676787
5.75,0.0578333333333333,0.00691100471397404,5.92371832626347
6.25,0.0578333333333333,0.00569141564680215,4.87835626868756
6.75,0.0578333333333333,0.00365876720151567,3.13608617272772
0.25,0.0601666666666667,0,0
0.75,0.0601666666666667,0,0
1.25,0.0601666666666667,0,0
1.75,0.0601666666666667,0,0
2.25,0.0601666666666667,0,0
2.75,0.0601666666666667,0,0
3.25,0.0601666666666667,0,0
3.75,0.0601666666666667,0,0
4.25,0.0601666666666667,0,0
4.75,0.0601666666666667,0,0
5.25,0.0601666666666667,0.000406529689057297,0.348454019191969
5.75,0.0601666666666667,0.000406529689057297,0.348454019191969
6.25,0.0601666666666667,0.00162611875622919,1.39381607676787
6.75,0.0601666666666667,0.000813059378114594,0.696908038383937
0.25,0.0625,0,0
0.75,0.0625,0,0
1.25,0.0625,0,0
1.75,0.0625,0,0
2.25,0.0625,0,0
2.75,0.0625,0,0
3.25,0.0625,0,0
3.75,0.0625,0,0
4.25,0.0625,0,0
4.75,0.0625,0,0
5.25,0.0625,0.000406529689057297,0.348454019191969
5.75,0.0625,0,0
6.25,0.0625,0.000406529689057297,0.348454019191969
6.75,0.0625,0.000406529689057297,0.348454019191969
0.25,0.0648333333333333,0,0
0.75,0.0648333333333333,0,0
1.25,0.0648333333333333,0,0
1.75,0.0648333333333333,0,0
2.25,0.0648333333333333,0,0
2.75,0.0648333333333333,0,0
3.25,0.0648333333333333,0,0
3.75,0.0648333333333333,0,0
4.25,0.0648333333333333,0,0
4.75,0.0648333333333333,0,0
5.25,0.0648333333333333,0,0
5.75,0.0648333333333333,0,0
6.25,0.0648333333333333,0.000406529689057297,0.348454019191969
6.75,0.0648333333333333,0,0
0.25,0.0671666666666667,0,0
0.75,0.0671666666666667,0,0
1.25,0.0671666666666667,0,0
1.75,0.0671666666666667,0,0
2.25,0.0671666666666667,0,0
2.75,0.0671666666666667,0,0
3.25,0.0671666666666667,0,0
3.75,0.0671666666666667,0,0
4.25,0.0671666666666667,0,0
4.75,0.0671666666666667,0,0
5.25,0.0671666666666667,0,0
5.75,0.0671666666666667,0.000406529689057297,0.348454019191969
6.25,0.0671666666666667,0,0
6.75,0.0671666666666667,0,0
0.25,0.0695,0,0
0.75,0.0695,0,0
1.25,0.0695,0,0
1.75,0.0695,0,0
2.25,0.0695,0,0
2.75,0.0695,0,0
3.25,0.0695,0,0
3.75,0.0695,0,0
4.25,0.0695,0,0
4.75,0.0695,0,0
5.25,0.0695,0,0
5.75,0.0695,0,0
6.25,0.0695,0,0
6.75,0.0695,0,0
0.25,0.0718333333333333,0,0
0.75,0.0718333333333333,0,0
1.25,0.0718333333333333,0,0
1.75,0.0718333333333333,0,0
2.25,0.0718333333333333,0,0
2.75,0.0718333333333333,0,0
3.25,0.0718333333333333,0,0
3.75,0.0718333333333333,0,0
4.25,0.0718333333333333,0,0
4.75,0.0718333333333333,0,0
5.25,0.0718333333333333,0,0
5.75,0.0718333333333333,0,0
6.25,0.0718333333333333,0,0
6.75,0.0718333333333333,0,0
0.25,0.0741666666666667,0,0
0.75,0.0741666666666667,0,0
1.25,0.0741666666666667,0,0
1.75,0.0741666666666667,0,0
2.25,0.0741666666666667,0,0
2.75,0.0741666666666667,0,0
3.25,0.0741666666666667,0,0
3.75,0.0741666666666667,0,0
4.25,0.0741666666666667,0,0
4.75,0.0741666666666667,0,0
5.25,0.0741666666666667,0,0
5.75,0.0741666666666667,0,0
6.25,0.0741666666666667,0,0
6.75,0.0741666666666667,0,0
0.25,0.0765,0,0
0.75,0.0765,0,0
1.25,0.0765,0,0
1.75,0.0765,0,0
2.25,0.0765,0,0
2.75,0.0765,0,0
3.25,0.0765,0,0
3.75,0.0765,0,0
4.25,0.0765,0,0
4.75,0.0765,0,0
5.25,0.0765,0,0
5.75,0.0765,0,0
6.25,0.0765,0,0
6.75,0.0765,0,0
0.25,0.0788333333333333,0,0
0.75,0.0788333333333333,0,0
1.25,0.0788333333333333,0,0
1.75,0.0788333333333333,0,0
2.25,0.0788333333333333,0,0
2.75,0.0788333333333333,0,0
3.25,0.0788333333333333,0,0
3.75,0.0788333333333333,0,0
4.25,0.0788333333333333,0,0
4.75,0.0788333333333333,0,0
5.25,0.0788333333333333,0,0
5.75,0.0788333333333333,0,0
6.25,0.0788333333333333,0,0
6.75,0.0788333333333333,0,0
7.25,0.0111666666666667,0,0
7.75,0.0111666666666667,0,0
8.25,0.0111666666666667,0,0
8.75,0.0111666666666667,0,0
9.25,0.0111666666666667,0,0
9.75,0.0111666666666667,0,0
10.25,0.0111666666666667,0,0
10.75,0.0111666666666667,0,0
11.25,0.0111666666666667,0,0
11.75,0.0111666666666667,0,0
12.25,0.0111666666666667,0,0
12.75,0.0111666666666667,0,0
13.25,0.0111666666666667,0,0
13.75,0.0111666666666667,0,0
14.25,0.0111666666666667,0,0
14.75,0.0111666666666667,0,0
15.25,0.0111666666666667,0,0
15.75,0.0111666666666667,0,0
16.25,0.0111666666666667,0,0
16.75,0.0111666666666667,0,0
17.25,0.0111666666666667,0,0
17.75,0.0111666666666667,0,0
18.25,0.0111666666666667,0,0
18.75,0.0111666666666667,0,0
19.25,0.0111666666666667,0,0
19.75,0.0111666666666667,0,0
20.25,0.0111666666666667,0,0
20.75,0.0111666666666667,0,0
21.25,0.0111666666666667,0,0
21.75,0.0111666666666667,0,0
22.25,0.0111666666666667,0,0
22.75,0.0111666666666667,0,0
23.25,0.0111666666666667,0,0
23.75,0.0111666666666667,0,0
24.25,0.0111666666666667,0,0
24.75,0.0111666666666667,0,0
25.25,0.0111666666666667,0,0
25.75,0.0111666666666667,0,0
26.25,0.0111666666666667,0,0
26.75,0.0111666666666667,0,0
27.25,0.0111666666666667,0,0
27.75,0.0111666666666667,0,0
28.25,0.0111666666666667,0,0
28.75,0.0111666666666667,0,0
29.25,0.0111666666666667,0,0
29.75,0.0111666666666667,0,0
7.25,0.0135,0,0
7.75,0.0135,0,0
8.25,0.0135,0,0
8.75,0.0135,0,0
9.25,0.0135,0,0
9.75,0.0135,0,0
10.25,0.0135,0,0
10.75,0.0135,0,0
11.25,0.0135,0,0
11.75,0.0135,0,0
12.25,0.0135,0,0
12.75,0.0135,0,0
13.25,0.0135,0,0
13.75,0.0135,0,0
14.25,0.0135,0,0
14.75,0.0135,0,0
15.25,0.0135,0,0
15.75,0.0135,0,0
16.25,0.0135,0,0
16.75,0.0135,0,0
17.25,0.0135,0,0
17.75,0.0135,0,0
18.25,0.0135,0,0
18.75,0.0135,0,0
19.25,0.0135,0,0
19.75,0.0135,0,0
20.25,0.0135,0,0
20.75,0.0135,0,0
21.25,0.0135,0,0
21.75,0.0135,0,0
22.25,0.0135,0,0
22.75,0.0135,0,0
23.25,0.0135,0,0
23.75,0.0135,0,0
24.25,0.0135,0,0
24.75,0.0135,0,0
25.25,0.0135,0,0
25.75,0.0135,0,0
26.25,0.0135,0,0
26.75,0.0135,0,0
27.25,0.0135,0,0
27.75,0.0135,0,0
28.25,0.0135,0,0
28.75,0.0135,0,0
29.25,0.0135,0,0
29.75,0.0135,0,0
7.25,0.0158333333333333,0,0
7.75,0.0158333333333333,0,0
8.25,0.0158333333333333,0,0
8.75,0.0158333333333333,0,0
9.25,0.0158333333333333,0,0
9.75,0.0158333333333333,0,0
10.25,0.0158333333333333,0,0
10.75,0.0158333333333333,0,0
11.25,0.0158333333333333,0,0
11.75,0.0158333333333333,0,0
12.25,0.0158333333333333,0,0
12.75,0.0158333333333333,0,0
13.25,0.0158333333333333,0,0
13.75,0.0158333333333333,0,0
14.25,0.0158333333333333,0,0
14.75,0.0158333333333333,0,0
15.25,0.0158333333333333,0,0
15.75,0.0158333333333333,0,0
16.25,0.0158333333333333,0,0
16.75,0.0158333333333333,0,0
17.25,0.0158333333333333,0,0
17.75,0.0158333333333333,0,0
18.25,0.0158333333333333,0,0
18.75,0.0158333333333333,0,0
19.25,0.0158333333333333,0,0
19.75,0.0158333333333333,0,0
20.25,0.0158333333333333,0,0
20.75,0.0158333333333333,0,0
21.25,0.0158333333333333,0,0
21.75,0.0158333333333333,0,0
22.25,0.0158333333333333,0,0
22.75,0.0158333333333333,0,0
23.25,0.0158333333333333,0,0
23.75,0.0158333333333333,0,0
24.25,0.0158333333333333,0,0
24.75,0.0158333333333333,0,0
25.25,0.0158333333333333,0,0
25.75,0.0158333333333333,0,0
26.25,0.0158333333333333,0,0
26.75,0.0158333333333333,0,0
27.25,0.0158333333333333,0,0
27.75,0.0158333333333333,0,0
28.25,0.0158333333333333,0,0
28.75,0.0158333333333333,0,0
29.25,0.0158333333333333,0,0
29.75,0.0158333333333333,0,0
7.25,0.0181666666666667,0,0
7.75,0.0181666666666667,0,0
8.25,0.0181666666666667,0,0
8.75,0.0181666666666667,0,0
9.25,0.0181666666666667,0,0
9.75,0.0181666666666667,0,0
10.25,0.0181666666666667,0,0
10.75,0.0181666666666667,0,0
11.25,0.0181666666666667,0,0
11.75,0.0181666666666667,0,0
12.25,0.0181666666666667,0,0
12.75,0.0181666666666667,0,0
13.25,0.0181666666666667,0,0
13.75,0.0181666666666667,0,0
14.25,0.0181666666666667,0,0
14.75,0.0181666666666667,0,0
15.25,0.0181666666666667,0,0
15.75,0.0181666666666667,0,0
16.25,0.0181666666666667,0,0
16.75,0.0181666666666667,0,0
17.25,0.0181666666666667,0,0
17.75,0.0181666666666667,0,0
18.25,0.0181666666666667,0,0
18.75,0.0181666666666667,0,0
19.25,0.0181666666666667,0,0
19.75,0.0181666666666667,0,0
20.25,0.0181666666666667,0,0
20.75,0.0181666666666667,0,0
21.25,0.0181666666666667,0,0
21.75,0.0181666666666667,0,0
22.25,0.0181666666666667,0,0
22.75,0.0181666666666667,0,0
23.25,0.0181666666666667,0,0
23.75,0.0181666666666667,0,0
24.25,0.0181666666666667,0,0
24.75,0.0181666666666667,0,0
25.25,0.0181666666666667,0,0
25.75,0.0181666666666667,0,0
26.25,0.0181666666666667,0,0
26.75,0.0181666666666667,0,0
27.25,0.0181666666666667,0,0
27.75,0.0181666666666667,0,0
28.25,0.0181666666666667,0,0
28.75,0.0181666666666667,0,0
29.25,0.0181666666666667,0,0
29.75,0.0181666666666667,0,0
7.25,0.0205,0,0
7.75,0.0205,0,0
8.25,0.0205,0,0
8.75,0.0205,0,0
9.25,0.0205,0,0
9.75,0.0205,0,0
10.25,0.0205,0,0
10.75,0.0205,0,0
11.25,0.0205,0,0
11.75,0.0205,0,0
12.25,0.0205,0,0
12.75,0.0205,0,0
13.25,0.0205,0,0
13.75,0.0205,0,0
14.25,0.0205,0,0
14.75,0.0205,0,0
15.25,0.0205,0,0
15.75,0.0205,0,0
16.25,0.0205,0,0
16.75,0.0205,0,0
17.25,0.0205,0,0
17.75,0.0205,0,0
18.25,0.0205,0,0
18.75,0.0205,0,0
19.25,0.0205,0,0
19.75,0.0205,0,0
20.25,0.0205,0,0
20.75,0.0205,0,0
21.25,0.0205,0,0
21.75,0.0205,0,0
22.25,0.0205,0,0
22.75,0.0205,0,0
23.25,0.0205,0,0
23.75,0.0205,0,0
24.25,0.0205,0,0
24.75,0.0205,0,0
25.25,0.0205,0,0
25.75,0.0205,0,0
26.25,0.0205,0,0
26.75,0.0205,0,0
27.25,0.0205,0,0
27.75,0.0205,0,0
28.25,0.0205,0,0
28.75,0.0205,0,0
29.25,0.0205,0,0
29.75,0.0205,0,0
7.25,0.0228333333333333,0,0
7.75,0.0228333333333333,0,0
8.25,0.0228333333333333,0,0
8.75,0.0228333333333333,0,0
9.25,0.0228333333333333,0,0
9.75,0.0228333333333333,0,0
10.25,0.0228333333333333,0,0
10.75,0.0228333333333333,0,0
11.25,0.0228333333333333,0,0
11.75,0.0228333333333333,0,0
12.25,0.0228333333333333,0,0
12.75,0.0228333333333333,0,0
13.25,0.0228333333333333,0,0
13.75,0.0228333333333333,0,0
14.25,0.0228333333333333,0,0
14.75,0.0228333333333333,0,0
15.25,0.0228333333333333,0,0
15.75,0.0228333333333333,0,0
16.25,0.0228333333333333,0,0
16.75,0.0228333333333333,0,0
17.25,0.0228333333333333,0,0
17.75,0.0228333333333333,0,0
18.25,0.0228333333333333,0,0
18.75,0.0228333333333333,0,0
19.25,0.0228333333333333,0,0
19.75,0.0228333333333333,0,0
20.25,0.0228333333333333,0,0
20.75,0.0228333333333333,0,0
21.25,0.0228333333333333,0,0
21.75,0.0228333333333333,0,0
22.25,0.0228333333333333,0,0
22.75,0.0228333333333333,0,0
23.25,0.0228333333333333,0,0
23.75,0.0228333333333333,0,0
24.25,0.0228333333333333,0,0
24.75,0.0228333333333333,0,0
25.25,0.0228333333333333,0,0
25.75,0.0228333333333333,0,0
26.25,0.0228333333333333,0,0
26.75,0.0228333333333333,0,0
27.25,0.0228333333333333,0,0
27.75,0.0228333333333333,0,0
28.25,0.0228333333333333,0,0
28.75,0.0228333333333333,0,0
29.25,0.0228333333333333,0,0
29.75,0.0228333333333333,0,0
7.25,0.0251666666666667,0,0
7.75,0.0251666666666667,0,0
8.25,0.0251666666666667,0,0
8.75,0.0251666666666667,0,0
9.25,0.0251666666666667,0,0
9.75,0.0251666666666667,0,0
10.25,0.0251666666666667,0,0
10.75,0.0251666666666667,0,0
11.25,0.0251666666666667,0,0
11.75,0.0251666666666667,0,0
12.25,0.0251666666666667,0,0
12.75,0.0251666666666667,0,0
13.25,0.0251666666666667,0,0
13.75,0.0251666666666667,0,0
14.25,0.0251666666666667,0,0
14.75,0.0251666666666667,0,0
15.25,0.0251666666666667,0,0
15.75,0.0251666666666667,0,0
16.25,0.0251666666666667,0,0
16.75,0.0251666666666667,0,0
17.25,0.0251666666666667,0,0
17.75,0.0251666666666667,0,0
18.25,0.0251666666666667,0,0
18.75,0.0251666666666667,0,0
19.25,0.0251666666666667,0,0
19.75,0.0251666666666667,0,0
20.25,0.0251666666666667,0,0
20.75,0.0251666666666667,0,0
21.25,0.0251666666666667,0,0
21.75,0.0251666666666667,0,0
22.25,0.0251666666666667,0,0
22.75,0.0251666666666667,0,0
23.25,0.0251666666666667,0,0
23.75,0.0251666666666667,0,0
24.25,0.0251666666666667,0,0
24.75,0.0251666666666667,0,0
25.25,0.0251666666666667,0,0
25.75,0.0251666666666667,0,0
26.25,0.0251666666666667,0,0
26.75,0.0251666666666667,0,0
27.25,0.0251666666666667,0,0
27.75,0.0251666666666667,0,0
28.25,0.0251666666666667,0,0
28.75,0.0251666666666667,0,0
29.25,0.0251666666666667,0,0
29.75,0.0251666666666667,0,0
7.25,0.0275,0,0
7.75,0.0275,0,0
8.25,0.0275,0,0
8.75,0.0275,0,0
9.25,0.0275,0,0
9.75,0.0275,0,0
10.25,0.0275,0,0
10.75,0.0275,0,0
11.25,0.0275,0,0
11.75,0.0275,0,0
12.25,0.0275,0,0
12.75,0.0275,0,0
13.25,0.0275,0,0
13.75,0.0275,0,0
14.25,0.0275,0,0
14.75,0.0275,0,0
15.25,0.0275,0,0
