         1070383 function calls (1039921 primitive calls) in 7.628 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      662    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:804(set_family)
      662    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/cycler.py:239(__iter__)
      656    0.010    0.000    0.010    0.000 {method 'round' of 'numpy.ndarray' objects}
      656    0.001    0.000    0.012    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3245(around)
      656    0.001    0.000    0.013    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3754(round_)
      656    0.001    0.000    0.013    0.000 <__array_function__ internals>:177(around)
      656    0.001    0.000    0.014    0.000 <__array_function__ internals>:177(round_)
  651/609    0.002    0.000    0.138    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:443(wrapper)
      637    0.001    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:637(set_data)
      633    0.001    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:408(set_transform)
      625    0.002    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2051(scale)
      598    0.000    0.000    0.000    0.000 {function Config.__contains__ at 0x7ff2b857a830}
      598    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:297(__contains__)
      587    0.001    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/colors.py:218(is_color_like)
      587    0.001    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/colors.py:237(_check_color_like)
  580/450    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
  580/450    0.000    0.000    0.001    0.000 /usr/lib/python3.10/abc.py:121(__subclasscheck__)
      576    0.000    0.000    0.000    0.000 {built-in method math.log10}
      570    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:930(set_foreground)
      554    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:361(width)
      546    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:588(get_gid)
      544    0.003    0.000    0.015    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:624(translated)
  543/295    0.001    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:951(get_yaxis_transform)
      540    0.002    0.000    0.002    0.000 {built-in method builtins.sorted}
      535    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      528    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:398(<genexpr>)
      526    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:844(set_weight)
      520    0.000    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:347(_set_artist_props)
      514    0.003    0.000    0.011    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:677(__init__)
      514    0.001    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:818(set_style)
      514    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:831(set_variant)
      514    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:870(set_stretch)
      514    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:926(set_file)
      514    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:954(set_math_fontfamily)
      500    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      494    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:218(_is_section_key)
      494    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/config/loader.py:310(_has_section)
      488    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:343(intervalx)
      487    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:299(get_fillstyle)
      486    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:352(intervaly)
      483    0.002    0.000    0.009    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:521(update_position)
      482    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:962(set_horizontalalignment)
      482    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:1211(set_verticalalignment)
      454    0.001    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/path.py:162(_fast_from_codes_and_verts)
  452/446    0.002    0.000    0.008    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1777(__eq__)
  440/416    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:201(_ensure_position_is_set)
  440/416    0.002    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:331(get_spine_transform)
      440    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:550(__getattr__)
      440    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2227(transform_non_affine)
      434    0.006    0.000    0.053    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:731(draw)
      430    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1150(get_default_size)
      420    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:364(<genexpr>)
      419    0.002    0.000    0.007    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/path.py:99(__init__)
      419    0.001    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/path.py:202(_update_values)
      419    0.001    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:134(check_shape)
  417/225    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:875(get_xaxis_transform)
      410    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:372(<listcomp>)
      408    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:786(__reduce_ex__)
      399    0.000    0.000    0.005    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:697(_from_any)
      394    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2999(parameters)
      391    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3148(_ndim_dispatcher)
      391    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3152(ndim)
      391    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(ndim)
      386    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:367(height)
      384    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
      384    0.000    0.000    0.000    0.000 {built-in method math.floor}
      384    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/spines.py:557(__getitem__)
      384    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1937(closeto)
      384    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
      384    0.002    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/_methods.py:93(_clip_dep_is_scalar_nan)
      384    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/_methods.py:103(_clip_dep_is_byte_swapped)
      379    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(concatenate)
      379    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/multiarray.py:152(concatenate)
      366    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:700(get_path_effects)
      366    0.001    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:894(_set_gc_clip)
      366    0.000    0.000    0.007    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:650(new_gc)
      366    0.002    0.000    0.006    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:727(__init__)
      366    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:768(restore)
      366    0.001    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:895(set_clip_path)
      366    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:965(set_url)
      363    0.000    0.000    0.001    0.000 {built-in method builtins.all}
      359    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:33(_get_dash_pattern)
      357    0.002    0.000    0.007    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:460(update_position)
      356    0.005    0.000    0.065    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:673(draw)
      340    0.002    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/artist.py:1122(update_from)
      340    0.001    0.000    0.001    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
      336    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/ticker.py:192(set_axis)
      325    0.007    0.000    0.068    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:272(__init__)
      325    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:538(set_markevery)
      325    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:720(set_transform)
      325    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1042(set_antialiased)
      325    0.000    0.000    0.004    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1054(set_color)
      325    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1066(set_drawstyle)
      325    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1101(set_gapcolor)
      325    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1124(set_linewidth)
      325    0.008    0.000    0.010    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1139(set_linestyle)
      325    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1212(set_markeredgecolor)
      325    0.000    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1222(set_markerfacecolor)
      325    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1232(set_markerfacecoloralt)
      325    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1242(set_markeredgewidth)
      325    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1257(set_markersize)
      325    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1342(set_dash_joinstyle)
      325    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1358(set_solid_joinstyle)
      325    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1390(set_dash_capstyle)
      325    0.000    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:1406(set_solid_capstyle)
      324    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/axis.py:554(locator)
      324    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:482(_set_nothing)
      324    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1455(debug)
      324    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
      320    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1163(_expand_aliases)
      320    0.001    0.000    0.002    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1171(score_family)
      320    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1201(score_style)
      320    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1218(score_variant)
      320    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1229(score_stretch)
      320    0.001    0.000    0.001    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1247(score_weight)
      320    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1265(score_size)
      312    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/text.py:836(get_position)
  307/306    0.001    0.000    0.013    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1109(get_points)
      304    0.001    0.000    0.003    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/transforms.py:1607(transform_path_non_affine)
      303    0.001    0.000    0.015    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/patches.py:260(get_transform)
